"確り","しっかり","tightly (holding on), firmly, securely; strongly (built), solidly, sturdily, steadily; properly, well, sufficiently, hard (working, etc.), fully, completely; reliably, dependably, levelheadedly, shrewdly, wisely, cleverly","Shikkari = strongly

SHIKKari"
"啇","テキ, チャク, セキ, もと, ねもと, やわ.らぐ","the stalk, the stem, the foot, the base","memorize as TEKI

Maybe backwards memorize as 敵 TEKI enemy

It kinda looks like an enemy too anyways"
"摘","テキ, つ.む","pinch, pick, pluck, trim, clip, summarize","扌 hand 啇 TEKI, enemy = i pinch the enemy with my hand = 摘 pinch"
"指摘","してき","pointing out, identification","Finger pinch = pulling out with finger = identifying"
"態","タイ, わざ.と","attitude, condition, figure, appearance, voice (of verbs)","能 can 心 heart = attitude is when your heart can do something = 態 attitude

TAI from my attitude is TAIred"
"態度","たいど","attitude, manner, behaviour, demeanour, bearing; attitude (towards an issue, etc.), position, stance, stand","Attitude degree = attitude"
"課","カ","chapter, lesson, section, department, division, counter for chapters (of a book)","言 words 果 fruit = the fruit of the words is a chapter = 課 chapter"
"題","ダイ","topic, subject","Always DAI

Cuz 問題s make me want to DIE"
"課題","かだい","subject, theme, issue, matter; homework, assignment; task, challenge, problem, question","Chapter topic = subject"
"復","フク, また","restore, return to, revert, resume","Zh: 复 the simplified is without the 彳walk

So memorize as 復 restore

复 is composed of 夂 “foot” and 񂘌 fù. 夂 indicates the original meaning “to enter or leave a pit-like dwelling.” 񂘌 gives the sound. 

𠂉 gun 日 day 夂 foot = 
Guy saluting standing on two ferry feet “I promise to restore everything back to normal!”
復 restore

FUK U everything returned to its place"
"复","","return, repeat, repeatedly","Zh: 复 the simplified is without the 彳walk

So memorize as 復 restore

复 is composed of 夂 “foot” and 񂘌 fù. 夂 indicates the original meaning “to enter or leave a pit-like dwelling.” 񂘌 gives the sound. 

𠂉 gun 日 day 夂 foot = 
Guy saluting standing on two ferry feet “I promise to restore everything back to normal!”
復 restore"
"復習","ふくしゅう","review (of learned material), revision","Return learn"
"謙る","へりくだる","to deprecate oneself and praise the listener, to abase oneself","Herikudaru

You HULK だ！ i am nothing! -る"
"童","ドウ, わらべ","juvenile, child","Stand 立 place 里 = the place you stand(live) is where you have your children (児童) = child 童

Also looks like a little kid with a hat sitting 女の子座り

童 tóng originally depicted a chisel-like tool or torture implement (辛; used in many characters to indicate criminality) over a person, indicating the original meaning “a male criminal.” 东 dōng was added later as sound component and combined with the person to form 里. 立 is what is left of 辛, so the modern form is composed entirely of empty components. 
[Reference, p. 166; 
Reference, p. 133]

MEANINGS
Character meanings
tóng

1 (orig.) a male criminal
2 → boy servant (used only in ancient texts)

3 ⇒ child, infant

4 ⇒ juvenile

"
"里","リ, さと","ri, village, parent's home, league","Type with 郷里

A village (里) is an area of land (土) where people have fields (田). In simplified Chinese 里 is also used to mean ""inside"", while in traditional Chinese this meaning is written with a separate character 裡.
	
里　inside
这里　here
那里　there
哪里　where?
里面　inside"
"児童","じどう","children, juvenile","Children move on their own 自動"
"憧","ショウ, トウ, ドウ, あこが.れる","yearn after, long for, aspire to, admire, adore","忄 Heart 童 child = my heart yearns for a child (said every woman ever) = yearn 憧"
"憧れ","あこがれ","yearning, longing, aspiration, adoration, admiration","Akogare

Ai KOuld Get it"
"だる絡み","だるがらみ, ダルがらみ","persistently bothering someone (for no good reason), tedious interaction, frivolous pestering, making pointless conversation","Dull 絡み"
"絡む","からむ","to twine, to get tangled, to get entangled, to get caught (in); to be involved (e.g. of money in a matter), to get involved (in), to be a factor (in), to have an influence; to pick a quarrel (with), to find fault (with), to pester, to hassle","To get entangled. That’s why the entwine character is used

Karamu

I got KARAMed into this entanglement"
"話しかける","はなしかける","to address (someone), to accost a person, to talk (to someone); to begin to talk, to start a conversation","普通に話しかけたいのに"
"周りの目","まわりのめ","how others look at you, what others think about you","Surrounding eyes"
"気になる","きになる","to weigh on one's mind, to bother one, to worry about, to be concerned about, to care about, to feel uneasy, to be anxious; to be interested (in), to be curious (about), to wonder (about), to catch one's eye; to feel like (doing), to feel inclined to, to bring oneself to (do)","become a mood"
"妾","ショウ, めかけ, そばめ, わらわ","concubine","妾 originally depicted a female (女) with a chisel-like tool or torture implement (辛, though now written 立) over her head, indicating the original meaning “female criminal.”

辛 chisel 女 woman = concubine 妾"
"辛","シン, から.い, つら.い, -づら.い, かのと","spicy, bitter, hot, acrid","Verbalize as pain

xīn

1 (orig.) a chisel-like tool or torture implement, such as a knife for tattooing
2 → spicy
3 → pain; suffering

4 ⇒ grief; sorrow

5 ⇒ difficult; laborious

"
"接","セツ, ショウ, つ.ぐ","touch, contact, adjoin, piece together","扌 hand 妾 concubine = hand touching the concubine = 接 touch

SETSU from he sets his hand on her touching her"
"接しる","せっしる","to touch, to come in contact with, to border on, to adjoin, to be adjacent, to be close; to receive (e.g. visitor), to attend to, to serve, to take care of, to look after, to deal with, to see; to receive (news), to get, to hear; to encounter, to come across; to make touch, to bring into contact with, to bring adjacent to, to bring close, to connect","Sesshiru

Sesshi (sexxy) -ru to touch is sexxy"
"接し方","せっしかた","way of dealing with someone, attitude","Sesshi kata
How to touch someone"
"","ばれる, バレる","to leak out (of a secret), to come out, to be exposed (of a lie, improper behaviour, etc.), to be found out, to be discovered; to get away (of a fish)","To be laid bare"
"真逆","まさか","by no means, never!, well, I never!, you don't say!, certainly (not); something unexpected, emergency; currently, for the time being, presently, for now; indeed, really, truly, unexpectedly","Kun-kun

真 is also Ma- prefix
逆 is SAKA
masaka"
"逆","ギャク, ゲキ, さか, さか.さ, さか.らう","inverted, reverse, opposite, wicked","I did a bicycle kick in SAKA and was inverted"
"行動","こうどう","action, conduct, behaviour, behavior, mobilization, mobilisation","Go move = action

行動をコードする
Koudou wo koudo suru
Code the action"
"尺","シャク, セキ, さし","shaku, Japanese foot, measure, scale, rule","R for Ruler

Japanese ft"
"択","タク, えら.ぶ","choose, select, elect, prefer","扌 hand 尺 R = 択 Prefer

Hand pointing at different things “which do i pRefer”

TAKU from 尺 shaku

Hmm I TAKu this one!"
"一択","いったく","(only) one option, one possible choice","One choice"
"身近","みぢか","near oneself, close to one, familiar","Kun-kun

Body near "
"与","ヨ, あた.える, あずか.る, くみ.する, ともに","bestow, participate in, give, award, impart, provide, cause, gift, godsend","Give

Picture of a guy in a wheelchair giving something with outstretched hands

YO take this!"
"葉書","はがき, ハガキ","postcard; memo, note, card","葉 leaf 書 write

Kun kun"
"与える","あたえる","to give (esp. to someone of lower status), to bestow, to grant, to confer, to present, to award; to provide, to afford, to offer, to supply; to assign; to cause; to pass (a variable to a function)","Ataeru

A taerrible gift I’m giving you"
"写","シャ, ジャ, うつ.す, うつ.る, うつ-, うつ.し","copy, be photographed, describe","Give guy with hat is a higher rank, he can give two at once, a copy

SHA from 写真"
"写真","しゃしん","photograph, photo, picture, photography; moving picture, movie","Copy of reality is photograph"
"写す","うつす","to copy, to duplicate, to reproduce, to trace, to transcribe; to describe, to depict, to portray, to express; to imitate, to model after; to take (a photo), to photograph, to film, to shoot","Utsusu

U tsu su these are all duplications of the same sound"
"咸","カン, ゲン","all, same","Salty simplified from 鹹

The bottom left has a mustache and mouth open, hinting its salt

xián

1 (orig.) to slaughter people with a battle axe
2 ○ salt; salty
3 ○ [in writing] all; every

ADJECTIVE
salted; pickled; salty

咸蛋 
xiándàn
salted egg

咸鱼 
xiányú
salt fish

菜太咸了。 
Cài tài xián le.
The dish is too salty.

That battle axe is not the same as the become one
成る naru

Pay attention to the bottom left
"
"加減","かげん","degree, extent, amount, balance, state, condition; (health) condition, state of health; adjustment, moderation, regulation; addition and subtraction; slight sign of ..., slight state of ...; just right for ...","加 add 減 decrease = adjustment = degree/extent

Kagen "
"いい加減","いいかげん","irresponsible, perfunctory, careless; lukewarm, half-baked, halfhearted, vague; (already) enough; considerably, quite, rather, pretty","Good extent"
"是","ゼ, シ, これ, この, ここ","just so, this, right, justice","Should i just use this as “is” since chinese

By “is” it can mean “correct” (as in what “is”)"
"是非","ぜひ","certainly, without fail; right and wrong, pros and cons","Correct + incorrect = certainly"
"提","テイ, チョウ, ダイ, さ.げる","propose, take along, carry in hand","扌 hand 是 is = *waving hand* I propose that this “is” = propose 提

TEI from TE hand"
"提出","ていしゅつ","presentation (of documents), submission (of an application, report, etc.), production (e.g. of evidence), introduction (e.g. of a bill), filing, turning in","Propose out = present (documents)"
"提出物","ていしゅつぶつ","documents to be presented, work to be submitted, submitted document, submitted work","物 is BUTSU a part of these compounds"
"方面","ほうめん","direction, district, area; field (e.g. of study), sphere, quarter, aspect, angle","Which direction are the ho men?? - girl"
"余","ヨ, あま.る, あま.り, あま.す, あんま.り","too much, myself, surplus, other, remainder","Guy with triangle head and his hands outstretched, diagonal bottom left and right lines are sweat
YO i have too much!

余 depicts a type of thorny tree, which is its original meaning, but was borrowed very early via sound loan as “I; me.” 

yú

1 (orig.) a type of thorny tree
2 ○ to have a surplus; surplus
3 → leftover; remainder
4 ○ I; me (used only in ancient texts)
"
"途","ト, みち","route, way, road","⻌ walk 余 too much = walk too much on this road = 途 road

It’s the route TO where I’m going

TO from 余 YO"
"余計","よけい","extra, more, too much, too many, excessive, superfluous, spare, surplus; unnecessary, needless, uncalled-for, unwanted, uninvited; all the more, even more","Too much measured is extra"
"冷蔵庫","れいぞうこ","refrigerator, fridge","冷蔵 cold storage 庫 storehouse"
"蔵","ゾウ, ソウ, くら, おさ.める, かく.れる","storehouse, hide, own, have, possess","艹 grass 戊 axe 臣 eye/minister = 蔵 storage

Storing the big eye in storage (the fridge: 冷蔵庫)"
"臓","ゾウ, はらわた","entrails, viscera, bowels","月 flesh 蔵 storage = stored in your flesh are your organs = organ 臓"
"心臓","しんぞう","heart; guts, nerve, cheek, gall, spine; heart (of something), central part","Heart organ"
"距離","きょり","distance, range, interval; difference (e.g. in opinion), gap, distance; metric","Long distance + separation"
"違","イ, ちが.う, ちが.い, ちが.える, -ちが.える, たが.う, たが.える","difference, differ","EEp i made a mistake"
"相違","そうい","difference, discrepancy, variation","Mutual difference = difference"
"具","ぐ","tool, means; ingredients (added to soup, rice, etc.); counter for sets of armor, utensils, furniture, etc.","Ingredients"
"挟む","はさむ","to hold between (e.g. one's fingers, chopsticks), to grip (from both sides); to put between, to sandwich between, to insert, to interpose; to catch (e.g. a finger in a door), to trap, to pinch; to insert (e.g. a break into proceedings), to interpose (e.g. an objection), to interject, to throw in (e.g. a joke); to be on either side of (a road, table, etc.), to have between each other, to be across (a street, river, etc.); to harbour (feelings), to cast (e.g. doubt)","Hasami is scissors

To hold scissors, and also to pinch your fingers by closing a hasami on them"
"鋏","キョウ, はさみ, はさ.む, つるぎ","scissors","Metal pinch"
"挟まる","はさまる","to get between, to be caught in","Aru form of hasamu

To get pinched "
"最早","もはや","already, now; no longer, not any more","mou fast = already"
"⺗","","","Double line heart 

Only used in 忝 which is used in 添
And 慕 yearn"
"慕","ボ, した.う","pining, yearn for, love dearly, adore","莫 not 心 heart = not in my heart -> yearn for it = yearn 慕"
"添","テン, そ.える, そ.う","annexed, accompany, marry, suit, meet, satisfy, attach, append, garnish, imitate","氵 water 天 heaven 心 heart = my heart is accompanied by me between the sea and the sky = accompany 添

TEN from 天"
"ぶどう酒","ぶどうしゅ, ブドウしゅ","(grape) wine","Budoushu
Sounds like a splash of red wine"
"添える","そえる","to garnish, to accompany (as a card does a gift); to add to as support, to prop up; to accompany (as an aid, guide, translator, etc.); to mimic, to imitate; to draw something near to oneself, to approach nearby","Soeru = accompany

My gift soars across the sky in air mail with the accompanying card"
"社交","しゃこう","social life, social intercourse","社会 society -> 社 society
交 mingle

Social intercourse"
"令","レイ","orders, laws, command, decree, good","Command

Stern general wearing a hat looking to the right giving an order

He’s the REY of spain, his words are orders

令 depicts a mouth (亽) giving a command to a kneeling person (龴, sometimes appearing as 卩), representing the original meaning “command.” 

lìng

1 (orig.) command
2 → cause
3 → word, phrase
"
"辞","ジ, や.める, いな.む","resign, word, term, expression","舌 tongue 辛 pain = all these words are giving my tongue a cramp = 辞 word

JI for tongue as in nekoJIta

辞典〔辭﹣〕
Cidian is dictionary in Chinese

辞書　じしょ"
"辞令","じれい","notice of personnel change (appointment, dismissal, etc.); wording, choice of language, phraseology","Word command = word choice

Can also be appointment"
"説得","せっとく","persuasion","説 theory/explanation 得 advantage = persuasion

SETSUTOKU -> SETTOKU"
"手汗","てあせ","palm sweat","Kun kun"
"脈","ミャク, すじ","vein, pulse, hope","月 flesh + 𠂢 TF = tf his flesh full of veins = veins

kinda looks like veins = veins 脈

I might mYAKu if i have to look at more veins

脈 mài (also mò) is composed of 𠂢 pài “a stream of water branching off the main body of a river” and 񰀷 “meat; parts of the body,” pointing to the original meaning “blood vessels.” 𠂢 also gives the sound.

mài

1 (orig.) blood vessels
2 → arteries and veins
3 → pulse"
"𠂢","ハ, ハイ","to branch","𠂢 depicts a stream of water branching off the main body of a river, indicating the original meaning “the branch of a river or stream (now written 派).” 
[Reference, p. 809]

It looks like 厂 over TF so i want to memorize it as tf like the fuck"
"派","ハ","faction, group, party, clique, sect, school","Water + TF = “Tf did the ops put in our water?” = factions

Put the reel of putting estrogen in the ops water supply

派 is composed of 𠂢, which depicts a stream of water branching off of a river, indicating the original meaning “the branch of a river or stream.” Later, 氵 “water” was added to reinforce this meaning

pài

1 (orig.) the branch of a river or stream
2 → faction; school (of thought); (political) party

3 ⇒ style; way

4 → to distribute, allot
"
"玄","ゲン, くろ, くろ.い","mysterious, occultness, black, deep, profound","Mysterious wizard man with a hat

GEN from 玄関 GENkan"
"関","カン, せき, -ぜき, かか.わる, からくり, かんぬき","connection, barrier, gateway, involve, concerning","关 link between the doors 門

KAN from i KAN connect with you

Zh:
关系〔關係⧸﹣〕
Guanxi connection/relationship

関係 kankei is Japanese"
"玄関","げんかん","entrance, front door, entryway, entranceway, entry hall, vestibule, porch, foyer, mud room","Profound gateway = honorable way to describe the mud room"
"繋ぐ","つなぐ","to connect, to link together; to tie, to fasten, to restrain; to maintain, to preserve, to keep; to transfer (phone call), to put a person through; to hedge, to buy or sell forward","Can also be hold hands

tSuNAGu on each other = connect"
"繋","ケイ, つな.ぐ, かか.る, か.ける","tie, fasten, chain, tether, connect","車 car 殳 action 糸 thread = tie to car with thread = tie/connect 繋"
"審","シン, つまび.らか, つぶさ.に","hearing, judge, trial","Hat and number"
"直接","ちょくせつ","direct, immediate, personal, firsthand","Honest touch = direct touch"
"間接","かんせつ","indirection, indirectness","Space touch = indirect"
"裕","ユウ","abundant, rich, fertile","Clothes valley is abundance"
"混雑","こんざつ","congestion, crush, crowding, jam; confusion, disorder","Mix miscellaneous = congestion"
"翳す","かざす","to hold up over one's head, to hold aloft; to hold over something, to hold (one's hands) out (e.g. towards a fire), to cover something with something; to hold up to shade one's eyes, face, etc.","Kazakhs hold huge hats over their heads"
"便器","べんき","toilet bowl, urinal, chamber pot, bedpan","Faces vessel"
"洗浄","せんじょう","washing, cleansing, cleaning, laundering; cleansing (one's mind and body)","Wash clean"
"漏","ロウ, も.る, も.れる, も.らす","leak, escape, time","Water corpse rain
Water rain = leak, corpse = bad connotation"
"香","コウ, キョウ, か, かお.り, かお.る","incense, smell, perfume","Ka pronunciation from kaori"
"香川","かがわ","Kagawa (prefecture)","Nice smelling river"
"芸","げい","art, craft, accomplishment, artistic skill, technique, performance","藝 art = 艹 grass + 埶 ball on land + 云 cloud = funny upside down painting where grass on on land but clouds are below

艺 art = 艹 grass (from original) + 乙 yi (from 亿〔億〕, hundred million)

芸 the Japanese variant gets rid of the land ball and just has grass over sky which captures the essence of the mnemonic anyways

GEI because art is gay"
"藝","ゲイ, ウン, う.える, のり, わざ","art, craft, performance, acting, trick, stunt","藝 art = 艹 grass + 埶 ball on land + 云 cloud = funny upside down painting where grass on on land but clouds are below

艺 art = 艹 grass (from original) + 乙 yi (from 亿〔億〕, hundred million)



Zh:
艺〔藝〕

埶 this is the most common character where 坴 appears which is dirt on dirt or rendered here with chinese font it looks like next on dirt. It’s actually a kneeling dude and the 丸 ball is a plant that he’s planting. It doesn’t look like that at all anymore though. 

埶 doesnt mean anything on its own but it only shows up in

J/zh:
熱 hot
勢 power
藝 art

藝 art = 艹 grass + 埶 guy planting + 云 cloud = painting of a guy planting grass in the sky

It’s hard to imagine 埶 as guy planting so maybe just guy 坴  with ball 丸

Maybe basketball since its 先 guy 土 dirt (brown) 丸 ball = brown guy with ball

藝 art = 艹 grass + basketball + 云 cloud = painting of a guy planting grass in the sky

陸 it also shows up here for land

坴 means land (dirt on dirt) here so maybe keep it this way

坴 land 丸 ball  maybe just a ball on land

藝 art = 艹 grass + 埶 ball on land + 云 cloud = funny upside down painting where grass on on land but clouds are below
"
"斿","ヨウ, ヨ, リュウ, ル, ユウ, はたあし","to swim, to move freely, to rove","Maybe memorize this as swim since it’s in 游 and the water radical is small

It’s only in 

游 swim
遊 travel

Looks like an adult patting a kid, teaching him to swim"
"遊","ユウ, ユ, あそ.ぶ, あそ.ばす","play","⻌ walk and 斿 swim just play around = 遊 play"
"尞","リョウ, かがりび","fuel used for sacrifices","Fishy guy with hat
Hat fish named ryou (liao)"
"療","リョウ","heal, cure","疒 sickness + 尞 ryo the hat fish = heal him "
"維","イ","fiber, tie, rope","糸 thread (rope) tied around 隹 bird = 維 rope/tie things

Wei from wait i think (deng wo siwei)

Wei -> I

wéi

1 (orig.) a rope used to tie things down to make them more stable
2 → hold together
3 ⇒ to preserve, maintain"
"焦","ショウ, こ.げる, こ.がす, こ.がれる, あせ.る, じ.れる, じ.らす","char, hurry, impatient, irritate, burn, scorch, singe","隹 bird cooked on fire 灬 too long = 焦 burn

jiāo

1 (orig.) wren, a type of small bird
2 ○ scorched, burnt
3 → worried, anxious"
"蕉","ショウ","banana, plantain","艹  vegetable 焦 jiao"
"推","スイ, お.す","conjecture, infer, guess, suppose, support, push (for)","扌 hand pushing 隹 bird out the door

tuī from zhui bird
-> sui

1 (orig.) to push something
2 → to push forward, advance
3 ⇒ to infer, logically deduce
4 ⇒ to recommend"
"薦","セン, すす.める","recommend, mat, advise, encourage, offer","廌 is only used for this. 

Apparently it’s for 獬廌 xiezhi a mythical Chinese unicorn

So maybe just memorize it as a unicorn that gives recommendations, especially on food 艹

Jian because idk"
"推薦","すいせん","recommendation, referral, endorsement","Tuijian is recommendation

請問有推薦的菜嗎？"
"刷","サツ, す.る, -ず.り, -ずり, は.く","printing, print, brush","我可以刷卡嗎？

尸 hand with 巾 brush swiping with action lines 刂

刷 originally depicted a person bending over or squatting (尸) with a cloth (巾) in their hand (originally 又, now written 刂)

shuā from onomatopoeia of wipe shua shua

1 (orig.) to wipe clean
2 → to brush, scrub
3 ⇒ to paint"
"帳","チョウ, とばり","notebook, account book, album, curtain, veil, net, tent","巾 cloth 長 long is a bill/account ledger 帳 long like a cvs recipt

服务员, 结账。 
Fúwùyuán, jiézhàng.
Waiter, bill, please!


zhàng

1 (orig.) to pitch a tent
2 → tent, canopy
3 ⇒ accounting records (written on cloth of some sort)

"
"收","シュウ, おさ.める, おさ.まる","income","Receive 4 dollars in your hand

Same as 収"
"据","キョ, す.える, す.わる","set, lay a foundation, install, equip, squat down, sit down","Traditional: 據


jù

1 (orig.) to hold and lean on a walking stick
2 → to depend, rely on
3 ⇒ to cite
4 ⇒ according to

"
"據","キョ, コ, よ.る","to occupy, take possession of, a base","The phonetic is 豦 tiger head on bear which means a wild bear

Main use of that is 劇 geki ju theatre, so maybe worth it to memorize that as theatre

Nah easier as boar

Hand on dead boar lifting it up as evidence of the kill. Also killing it meant occupying the land"
"念","ネン","wish, sense, idea, thought, feeling, desire, attention","Where my heart is in the now = idea

Wish/idea in japanese

Also means to read aloud in Chinese

那個怎麼念？ how do you read (aloud) that?

niàn

1 (orig.) to think of; to long for
2 → to remember
3 ⇒ to read aloud (also written 唸)
4 ⇒ to study; to study at a school or university
5 ○ twenty (contraction of 二十)
twenty [used for the numeral 廿 on cheques, etc. to avoid mistakes or alterations]
"
"寧","ネイ, むし.ろ","rather, preferably, peaceful, quiet, tranquility","Chinese:
寧 only really used for lemon and 寧靜 ningjing tranquil

Japanese:
For 丁寧 polite and 寧ろ rather but むしろ seems way more common

Means peaceful

Heart is covered and on a fluffy bed on a pedestal: peaceful"
"丁寧","ていねい","polite, courteous, civil; careful, close, thorough, conscientious","You already know “teinei” is polite
So just know the characters by:

Being tranquil 寧 on the street 丁 is polite

From Middle Chinese 叮嚀 (MC teng neng).
Originally meant a musical instrument used in the ancient Chinese military to signal vigilance or caution.

丁寧
(historical) narrow bell-shaped copper percussion instrument connected to a long handle and struck with a mallet, used in battle to halt or recall troops
"
"檸","ネイ, ドウ","lemon tree","Only 寧 peaceful 木 trees can grow lemons 檸

Ning from 寧"
"檸檬","レモン","lemon","Ningmeng is lemon

Both trees = vegetable
Ning"
"蒙","モウ, ボウ, こうむ.る, おお.う, くら.い","ignorance, darkness, get, receive, be subjected to, sustain, Mongolia","Pig with blindfold over his eyes

你蒙我！ 
Nǐ mēng wǒ!
You’re kidding me!

Cheating men(g) 

夜道灰蒙蒙。
The night became overcast

她被蒙上了眼睛。
She was blindfolded

méng

1 (orig.) type of plant (cuscuta chinensis)
2 → to cover or wrap

3 ⇒ to conceal, deceive

4 ⇒ to go blind (simplified 矇)

mēng
 ⇒ to deceive, cheat
měng
○ Short for 蒙古 Měnggǔ “Mongolia”
"
"檬","モウ","lemon tree","Tree has to cheat to get lemons

Meng from 蒙"
"旗","キ, はた","national flag, banner, standard","㫃 flagpole with flag
Now is 方 + 𠂉

其 qi sound

旗 qi/ki and means flag"
"監","カン","oversee, official, govt office, rule, administer","監 originally depicted a person (𠂉) with an exaggerated eye (臣) bent over looking into a container (皿) of water (represented here by a horizontal stroke, 一 and in some forms, by a dot,丶). The water acted as a crude mirror, allowing the person to see their own face, representing the original meaning “to inspect.” 

Jian, kan because you kan 看 yourself"
"艦","カン","warship","舟 boat + 監 KAN also supervise = warship because it inspects the waters for enemies"
"退職","たいしょく","retirement, resignation","Retire employment"
"食む","はむ","to eat (fodder, grass, etc.); to receive (a salary), to receive a stipend from one's lord","Hamu sounds like a cute noise for eating"
"刻む","きざむ","to mince, to cut fine, to chop up, to hash, to shred; to carve, to engrave, to chisel, to notch; to tick away (time), to beat out (e.g. rhythm), to record the passing moments; to etch (into one's mind), to remember distinctly; to have tattooed; to torment","The word “kizamu” originally derives from the physical act of cutting something with a blade. From this basic meaning arose the sense of finely dividing an object or leaving a shape as if sculpted. In other words, both the act of actually making incisions or patterns with a blade and the metaphorical expression of “dividing” or “engraving” the flow of time or rhythm are based on the common concept of “dividing precisely” or “making marks at regular intervals.”

	Moreover, the kanji “刻” is a phono-semantic compound originally formed by combining the element for “blade,” and it inherently carries the meaning of cutting or carving. Therefore, usages such as “engraving time” or “engraving a rhythm” are thought to have naturally developed from the image of continuously and regularly engraving something.

	In this way, because both the physical act of cutting or carving and the abstract act of dividing the flow of time or rhythm essentially refer to the same action of “dividing precisely,” the single word came to encompass both meanings."
"埋","マイ, う.める, う.まる, う.もれる, うず.める, うず.まる, い.ける","bury, be filled up, embedded","In the 土 ground in the 里 village = 埋 bury

埋 = 土 ground + "
"埋もれる","うもれる, うずもれる, うづもれる","to be buried, to be covered, to be hidden","Umo"
"埋める","うめる","to bury (e.g. in the ground); to fill up (e.g. audience fills a hall), to cause to be packed; to plug (a gap), to stop (a gap), to bridge (a difference, a gap), to fill (a seat, a vacant position), to fill out (a form, a sheet); to make up for (a loss, shortage, etc.), to make amends, to compensate for; to put cold water (in a bath); to cover, to scatter something over","U + ME buried in the ground next to each other because we are husband and wife

U ME ru"
"極寒","ごっかん, ごくかん","extreme cold, intense cold, coldest season, midwinter","ごくかん→ごっかん
Gemination of *kuk* → *kk*"
"極","キョク, ゴク, きわ.める, きわ.まる, きわ.まり, きわ.み, き.める, -ぎ.め, き.まる","poles, settlement, conclusion, end, highest rank, electric poles, very, extremely, most, highly, 10**48","Kyoku (きょく) — On’yomi (Chinese reading)
	•	Often used in formal or technical contexts.
	•	Examples:
	•	極限 (きょくげん) — Limit
	•	南極 (なんきょく) — South Pole
	•	北極 (ほっきょく) — North Pole
Goku (ごく) — On’yomi (Chinese reading)
	•	Used in more idiomatic or emphatic expressions, often to mean “extremely” or “very.”
	•	Examples:
	•	ごく普通 (ごくふつう) — Very ordinary
	•	ごく一部 (ごくいちぶ) — A very small part

極秘

極上"
"飼","シ, か.う","domesticate, raise, keep, feed","Food + Director = i feed my pet director"
"尖","セン, とが.る, さき, するど.い","be pointed, sharp, taper, displeased, angry, edgy","尖 is composed of small (小) over large (大) (as in ▲), which indicate the original meaning “sharp, pointed.”"
"堪","カン, タン, た.える, たま.る, こら.える, こた.える","withstand, endure, support, resist","kān
adequately capable of
One with a considerable amount 甚 of land 土"
"中古","ちゅうこ, ちゅうぶる","used, second-hand, old; Middle Ages (in Japan esp. Heian period)","In the middle of being old af"
"闇","アン, オン, やみ, くら.い","get dark, gloom, disorder","The sound of the gates closing that plunged the room into darkness. "
"含羞む","はにかむ","to be shy, to be bashful, to look shy","歯に噛む
someone so nervous they’re biting down on their own teeth,"
"寂","ジャク, セキ, さび, さび.しい, さび.れる, さみ.しい","loneliness, quietly, mellow, mature, death of a priest","Uncle in a house is lonely"
"触","ショク, ふ.れる, さわ.る, さわ","contact, touch, feel, hit, proclaim, announce, conflict","触 touch: touch 触 the horn 角 of a bug 虫 and get SHOKUd"
"戠","ショク, シキ, シ","sword, potter's clay, to gather","Sound of a spear piercing the body is shoku. Sound radical helps you remember it’s a phonetic always. "
"䍃","","a vase, a pitcher, earthenware","YOU, they are all YOU
"
"職","ショク, ソク","post, employment, work","Ear and sound of a spear (shoku) is job

Listening to the sound of a spear is my job. "
"褒","ホウ, ほ.める","praise, extol","褒 praise = the clerk protects 保 the clothes’s 衣 price by speaking highly of it"
"浸","シン, ひた.す, ひた.る, つ.かる","immersed, soak, dip, steep, moisten, wet, dunk","A person sinking into water with the water lines from their jump on the left"
"必死","ひっし","frantic, frenetic, desperate; inevitable death; brinkmate (inevitable checkmate)","Certain death = frantic to save one’s self"
"必","ヒツ, かなら.ず","invariably, certain, inevitable","So certain I’ll cross my heart and hope to die"
"溢","イツ, こぼ.れる, あふ.れる, み.ちる","overflow, inundate, spill","Food and water spilling out of plate"
"畜","チク","livestock, domestic fowl and animals","was originally 幺 “small, silk thread,” referring to the ropes used in raising animals. 亠 was added later. On field 田 
"
"所","ショ, ところ, -ところ, どころ, とこ","place, extent","Door on left and axe to it from right = tryna break into your place"
"漫才","まんざい","manzai, comic dialogue, two-person comedy act, usu. presented as a fast-paced dialogue, occ. presented as a skit","Cartoon genius = genius cartoon = comics being geniuses"
"考察","こうさつ","consideration, inquiry, enquiry, investigation, study","Consider examine = investigation"
"勝手に","かってに","arbitrarily, of its own accord, without asking, voluntarily, willfully, as one pleases, selfishly, by itself, automatically","Win hand = hands that wins = hand that does what it pleases"
"粦","リン","phosphorus","Rice moon we = we combine rice and the moon and make phosphorus

㐄 年 or looks like ヰ wi

Eh ill memorize like we"
"隣","リン, とな.る, となり","neighboring","Land rice moon we = we put the rice on the land next to the moon"
"刑","ケイ","punish, penalty, sentence, punishment","Open knife = open you with a knife = punishment"
"型","ケイ, かた, -がた","mould, type, model","Punish earth/dirt/clay = punish the clay by turning it into a mould to create other things -> type"
